 1 Centrale kraftværker DK1
 2 Centrale kraftværker DK2
 3 Decentrale kraftværker DK1
 4 Decentrale kraftværker DK2
 5 Vindmøller DK1
 6 Vindmøller DK2
 7 Udveksling Jylland-Norge
 8 Udveksling Jylland-Sverige
 9 Udveksling Jylland-Tyskland
10 Udveksling Sjælland-Sverige
11 Udveksling Sjælland-Tyskland
12 Udveksling Bornholm-Sverige
13 Udveksling Fyn-Sjaelland
14 Temperatur i Malling
15 Vindhastighed i Malling
16 CO2 udledning
17 Havmøller DK
18 Landmøller DK
19 Solceller DK1
20 Solceller DK2
 
Dato og tid      ;      1 ;      2 ;      3 ;      4 ;      5 ;      6 ;      7 ;      8 ;      9 ;     10 ;     11 ;     12 ;     13 ;     14 ;     15 ;     16 ;     17 ;     18 ;     19 ;     20 ;
2018-11-06 16:20 ;   1032 ;    513 ;    511 ;    223 ;    180 ;     18 ;   1198 ;    141 ;     17 ;    381 ;    466 ;     15 ;   -230 ;      9 ;      2 ;    269 ;    141 ;     56 ;      1 ;      0 ;
2018-11-06 16:25 ;   1041 ;    493 ;    509 ;    222 ;    165 ;     19 ;   1199 ;    141 ;     -7 ;    400 ;    466 ;     15 ;   -230 ;      9 ;      2 ;    266 ;    133 ;     51 ;      0 ;      0 ;
2018-11-06 16:30 ;   1037 ;    487 ;    510 ;    223 ;    165 ;     23 ;   1199 ;    141 ;     -2 ;    424 ;    466 ;     16 ;   -230 ;      9 ;      2 ;    264 ;    142 ;     46 ;      0 ;      0 ;
2018-11-06 16:35 ;   1047 ;    489 ;    509 ;    220 ;    175 ;     27 ;   1197 ;    141 ;    -17 ;    448 ;    466 ;     17 ;   -230 ;      9 ;      1 ;    262 ;    146 ;     55 ;      0 ;      0 ;
2018-11-06 16:40 ;   1039 ;    490 ;    512 ;    221 ;    180 ;     29 ;   1198 ;    141 ;      6 ;    484 ;    466 ;     16 ;   -230 ;      9 ;      2 ;    261 ;    152 ;     57 ;      0 ;      0 ;
2018-11-06 16:45 ;   1048 ;    497 ;    515 ;    224 ;    172 ;     32 ;   1197 ;    141 ;     37 ;    479 ;    466 ;     16 ;   -230 ;      9 ;      2 ;    263 ;    148 ;     56 ;      0 ;      0 ;
2018-11-06 16:50 ;   1041 ;    496 ;    516 ;    225 ;    166 ;     33 ;   1198 ;    138 ;     67 ;    539 ;    466 ;     16 ;   -211 ;      9 ;      1 ;    262 ;    139 ;     60 ;      0 ;      0 ;
2018-11-06 16:55 ;   1054 ;    502 ;    518 ;    228 ;    167 ;     38 ;   1197 ;    136 ;     59 ;    550 ;    466 ;     15 ;   -192 ;      9 ;      1 ;    262 ;    141 ;     64 ;      0 ;      0 ;
2018-11-06 17:00 ;   1047 ;    489 ;    526 ;    230 ;    167 ;     40 ;   1195 ;    130 ;     82 ;    554 ;    519 ;     15 ;   -174 ;      9 ;      2 ;    264 ;    138 ;     69 ;      0 ;      0 ;
2018-11-06 17:05 ;   1080 ;    474 ;    531 ;    233 ;    171 ;     42 ;   1199 ;    130 ;     51 ;    537 ;    574 ;     15 ;   -153 ;      9 ;      2 ;    266 ;    135 ;     78 ;      0 ;      0 ;
2018-11-06 17:10 ;   1079 ;    470 ;    538 ;    233 ;    178 ;     43 ;   1199 ;    125 ;     58 ;    609 ;    575 ;     15 ;   -133 ;      9 ;      1 ;    262 ;    135 ;     87 ;      0 ;      0 ;
2018-11-06 17:15 ;   1084 ;    469 ;    538 ;    232 ;    187 ;     48 ;   1198 ;    123 ;     18 ;    623 ;    575 ;     16 ;   -113 ;      9 ;      1 ;    258 ;    142 ;     93 ;      0 ;      0 ;
2018-11-06 17:20 ;   1089 ;    492 ;    538 ;    232 ;    198 ;     50 ;   1198 ;    122 ;     14 ;    596 ;    575 ;     16 ;   -112 ;      9 ;      2 ;    258 ;    150 ;     98 ;      0 ;      0 ;
2018-11-06 17:25 ;   1092 ;    509 ;    539 ;    233 ;    206 ;     54 ;   1199 ;    122 ;     33 ;    589 ;    575 ;     16 ;   -112 ;      9 ;      1 ;    258 ;    155 ;    105 ;      0 ;      0 ;
2018-11-06 17:30 ;   1092 ;    522 ;    538 ;    233 ;    205 ;     53 ;   1197 ;    122 ;     33 ;    589 ;    575 ;     16 ;   -112 ;      9 ;      1 ;    257 ;    148 ;    111 ;      0 ;      0 ;
2018-11-06 17:35 ;   1095 ;    525 ;    539 ;    231 ;    213 ;     54 ;   1197 ;    122 ;     23 ;    595 ;    575 ;     16 ;   -112 ;      9 ;      1 ;    257 ;    147 ;    119 ;      0 ;      0 ;
